date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:01:21	84521/84521	---M--	200	added ('OK')	image/svg+xml	etag:%2214a29-5d9553fe5937f%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Light.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Light.svg	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:22	30684/30684	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2277dc-5d9553fe7b6a5%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.eot	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.eot	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:23	30684/30684	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2277dc-5d9553fe7b6a5%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.eot?	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Mediumd41d.eot	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:24	12872/12872	---M--	200	added ('OK')	font/woff2	etag:%223248-5d9553fe98ba1%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.woff2	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.woff2	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:25	17576/17576	---M--	200	added ('OK')	font/woff	etag:%2244a8-5d9553fe7c647%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.woff	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.woff	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:26	30368/30368	---M--	200	added ('OK')	font/ttf	etag:%2276a0-5d9553fe82413%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.ttf	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.ttf	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:27	83139/83139	---M--	200	added ('OK')	image/svg+xml	etag:%22144c3-5d9553fe7d5e9%22	https://evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/fonts/AvenirLTStd-Medium.svg	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:29	35491/35491	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202022%2005:31:29%20GMT	https://evoocapital.com/wp-content/themes/evoo/dist/img/logo_slash_dark.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/themes/evoo/dist/img/logo_slash_dark.4d.delayed	(from https://evoocapital.com/wp-content/themes/evoo/dist/css/style.css)
11:01:30	5449/5449	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:31:31%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/39	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/39.json	(from https://evoocapital.com/strategy-approach/)
11:01:32	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:31:32%20GMT	https://evoocapital.com/?p=39	C:/Users/Arjun/Desktop/evoo/evoocapital.com/indexba52.html	(from https://evoocapital.com/strategy-approach/)
11:01:32	2466/2466	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:31:32%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fstrategy-approach%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed764b.json	(from https://evoocapital.com/strategy-approach/)
11:01:33	2538/2538	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:31:34%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fstrategy-approach%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed1441	(from https://evoocapital.com/strategy-approach/)
11:01:35	220039/220039	---M--	200	added ('OK')	image/jpeg	etag:%2235b87-5c090e0b3d08f%22	https://evoocapital.com/wp-content/uploads/2021/03/stategy_header-scaled.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/stategy_header-scaled.jpg	(from https://evoocapital.com/strategy-approach/)
11:01:36	35491/35491	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2010%20Aug%202022%2005:31:36%20GMT	https://evoocapital.com/strategy-approach/transparent	C:/Users/Arjun/Desktop/evoo/evoocapital.com/strategy-approach/transparent.52.delayed	(from https://evoocapital.com/strategy-approach/)
11:01:37	88353/88353	---M--	200	added ('OK')	image/png	etag:%2215921-5c090e0cb214f%22	https://evoocapital.com/wp-content/uploads/2021/03/strategy_sec3.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/strategy_sec3.png	(from https://evoocapital.com/strategy-approach/)
11:01:37	5051/5051	---M--	200	added ('OK')	image/svg+xml	etag:%2213bb-5c090e0f8e80f%22	https://evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-1.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-1.svg	(from https://evoocapital.com/strategy-approach/)
11:01:38	3426/3426	---M--	200	added ('OK')	image/svg+xml	etag:%22d62-5c090e0f8e80f%22	https://evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-2.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-2.svg	(from https://evoocapital.com/strategy-approach/)
11:01:39	4040/4040	---M--	200	added ('OK')	image/svg+xml	etag:%22fc8-5c090e0f8e80f%22	https://evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-3.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-3.svg	(from https://evoocapital.com/strategy-approach/)
11:01:40	1666/1666	---M--	200	added ('OK')	image/svg+xml	etag:%22682-5c090e0f8e80f%22	https://evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-4.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/stategy_sec5-icon-4.svg	(from https://evoocapital.com/strategy-approach/)
11:01:42	5206/5206	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:31:42%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/41	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/41.json	(from https://evoocapital.com/about-us/)
11:01:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:31:44%20GMT	https://evoocapital.com/?p=41	C:/Users/Arjun/Desktop/evoo/evoocapital.com/indexcbb6.html	(from https://evoocapital.com/about-us/)
11:01:43	2405/2405	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:31:44%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fabout-us%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embede446.json	(from https://evoocapital.com/about-us/)
11:01:45	2475/2475	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:31:45%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fabout-us%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed0b2f	(from https://evoocapital.com/about-us/)
11:01:46	1715/1715	---M--	200	added ('OK')	image/svg+xml	etag:%226b3-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-1.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-1.svg	(from https://evoocapital.com/about-us/)
11:01:46	541592/541592	---M--	200	added ('OK')	image/jpeg	etag:%2284398-5c090e13af24f%22	https://evoocapital.com/wp-content/uploads/2021/03/about_header-scaled.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_header-scaled.jpg	(from https://evoocapital.com/about-us/)
11:01:47	2110/2110	---M--	200	added ('OK')	image/svg+xml	etag:%2283e-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-2.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-2.svg	(from https://evoocapital.com/about-us/)
11:01:48	1148/1148	---M--	200	added ('OK')	image/svg+xml	etag:%2247c-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-3.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-3.svg	(from https://evoocapital.com/about-us/)
11:01:49	1480/1480	---M--	200	added ('OK')	image/svg+xml	etag:%225c8-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-4.svg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_section2-icon-4.svg	(from https://evoocapital.com/about-us/)
11:01:51	414380/414380	---M--	200	added ('OK')	image/jpeg	etag:%22652ac-5c090e10e92ef%22	https://evoocapital.com/wp-content/uploads/2021/03/about_bureau-scaled.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_bureau-scaled.jpg	(from https://evoocapital.com/about-us/)
11:01:51	63653/63653	---M--	200	added ('OK')	image/jpeg	etag:%22f8a5-5c090e152cfaf%22	https://evoocapital.com/wp-content/uploads/2021/03/about_team1.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_team1.jpg	(from https://evoocapital.com/about-us/)
11:01:52	96692/96692	---M--	200	added ('OK')	image/jpeg	etag:%22179b4-5c090e152cfaf%22	https://evoocapital.com/wp-content/uploads/2021/03/about_team2.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_team2.jpg	(from https://evoocapital.com/about-us/)
11:01:53	77393/77393	---M--	200	added ('OK')	image/jpeg	etag:%2212e51-5c090e167de4f%22	https://evoocapital.com/wp-content/uploads/2021/03/about_team4.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_team4.jpg	(from https://evoocapital.com/about-us/)
11:01:54	53124/53124	---M--	200	added ('OK')	image/jpeg	etag:%22cf84-5c090e167de4f%22	https://evoocapital.com/wp-content/uploads/2021/03/about_team5.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/about_team5.jpg	(from https://evoocapital.com/about-us/)
11:01:55	88442/88442	---M--	200	added ('OK')	image/jpeg	etag:%221597a-5c090e1fd86ce%22	https://evoocapital.com/wp-content/uploads/2021/04/about_team7_v2.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/04/about_team7_v2.jpg	(from https://evoocapital.com/about-us/)
11:01:56	168555/168555	---M--	200	added ('OK')	image/jpeg	etag:%222926b-5d094b74d3d5c%22	https://evoocapital.com/wp-content/uploads/2021/11/DW_Photo.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/11/DW_Photo.jpg	(from https://evoocapital.com/about-us/)
11:01:57	51102/51102	---M--	200	added ('OK')	image/jpeg	etag:%22c79e-5d086d63b7e2f%22	https://evoocapital.com/wp-content/uploads/2021/11/Javier-Olias-Sanchez.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/11/Javier-Olias-Sanchez.jpg	(from https://evoocapital.com/about-us/)
11:01:58	4991/4991	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:31:59%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/394	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/394.json	(from https://evoocapital.com/blog/)
11:01:59	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:00%20GMT	https://evoocapital.com/?p=394	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index51fe.html	(from https://evoocapital.com/blog/)
11:02:00	2385/2385	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:00%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fblog%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed1ab3.json	(from https://evoocapital.com/blog/)
11:02:01	2455/2455	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:02%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fblog%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embedc024	(from https://evoocapital.com/blog/)
11:02:03	3196732/3196732	---M--	200	added ('OK')	image/png	etag:%2230c73c-5d9edc5f3ec6a%22	https://evoocapital.com/wp-content/uploads/2022/03/beeple-bringing-life-to-mars.png	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/beeple-bringing-life-to-mars.png	(from https://evoocapital.com/blog/)
11:02:04	57082/57082	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Aug%202022%2005:32:04%20GMT	https://evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/the-only-article-youll-need-to-talk-about-nfts/index.html	(from https://evoocapital.com/blog/)
11:02:05	571960/571960	---M--	200	added ('OK')	image/jpeg	etag:%228ba38-5d9a33153cc85%22	https://evoocapital.com/wp-content/uploads/2022/03/ss_3b37c63db94fa4dddfb7b0627c180d7e9e87d01a.1920x1080.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/ss_3b37c63db94fa4dddfb7b0627c180d7e9e87d01a.1920x1080.jpg	(from https://evoocapital.com/blog/)
11:02:05	635076/635076	---M--	200	added ('OK')	image/jpeg	etag:%229b0c4-5d9a2816efe03%22	https://evoocapital.com/wp-content/uploads/2022/03/chuttersnap-mf-o1E7omzk-unsplash-scaled.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2022/03/chuttersnap-mf-o1E7omzk-unsplash-scaled.jpg	(from https://evoocapital.com/blog/)
11:02:06	56740/56740	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Aug%202022%2005:32:06%20GMT	https://evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/crypto-mining-stocks-a-blockchain-infrastructure-play/index.html	(from https://evoocapital.com/blog/)
11:02:06	57702/57702	---MCZ	200	added ('OK')	text/html	date:Wed,%2010%20Aug%202022%2005:32:07%20GMT	https://evoocapital.com/10-areas-where-blockchain-will-make-a-difference/	C:/Users/Arjun/Desktop/evoo/evoocapital.com/10-areas-where-blockchain-will-make-a-difference/index.html	(from https://evoocapital.com/blog/)
11:02:07	5184/5184	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:07%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/43	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/43.json	(from https://evoocapital.com/contact/)
11:02:08	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:09%20GMT	https://evoocapital.com/?p=43	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index4170.html	(from https://evoocapital.com/contact/)
11:02:08	2400/2400	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:09%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fcontact%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embeddb73.json	(from https://evoocapital.com/contact/)
11:02:10	2470/2470	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:10%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Fcontact%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed5ab9	(from https://evoocapital.com/contact/)
11:02:11	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:12%20GMT	https://evoocapital.com/?p=341	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index47c4.html	(from https://evoocapital.com/investments/blockchain/)
11:02:11	2441/2441	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:12%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fblockchain%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed9219.json	(from https://evoocapital.com/investments/blockchain/)
11:02:12	2509/2509	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:13%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fblockchain%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed64fc	(from https://evoocapital.com/investments/blockchain/)
11:02:13	143833/143833	---M--	200	added ('OK')	image/jpeg	etag:%22231d9-5cedbcd987358%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_header.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_header.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:15	385000/385000	---M--	200	added ('OK')	image/jpeg	etag:%225dfe8-5cedbcde8d578%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_cat1-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_cat1-img.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:16	297748/297748	---M--	200	added ('OK')	image/jpeg	etag:%2248b14-5cedbcdb532b8%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_cat4-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_cat4-img.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:17	110919/110919	---M--	200	added ('OK')	image/jpeg	etag:%221b147-5cedbcdd00db8%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_cat3-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_cat3-img.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:18	346845/346845	---M--	200	added ('OK')	image/jpeg	etag:%2254add-5cedbcdd05bd8%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_cat2-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_cat2-img.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:19	760015/760015	---M--	200	added ('OK')	image/jpeg	etag:%22b98cf-5cedbcd0683f8%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_section4-img-2.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_section4-img-2.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:20	386067/386067	---M--	200	added ('OK')	image/jpeg	etag:%225e413-5cedbcd73e3f8%22	https://evoocapital.com/wp-content/uploads/2021/10/blockchain_section4-img-1.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/10/blockchain_section4-img-1.jpg	(from https://evoocapital.com/investments/blockchain/)
11:02:21	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:22%20GMT	https://evoocapital.com/?p=226	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index8c34.html	(from https://evoocapital.com/investments/cloud-computing/)
11:02:21	2466/2466	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:22%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fcloud-computing%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed4192.json	(from https://evoocapital.com/investments/cloud-computing/)
11:02:23	2534/2534	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:23%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fcloud-computing%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embedb4e6	(from https://evoocapital.com/investments/cloud-computing/)
11:02:24	395196/395196	---M--	200	added ('OK')	image/jpeg	etag:%22607bc-5c090e17ccdaf%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_header.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_header.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:25	45017/45017	---M--	200	added ('OK')	image/jpeg	etag:%22afd9-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_cat1-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_cat1-img.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:26	103352/103352	---M--	200	added ('OK')	image/jpeg	etag:%22193b8-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_cat2-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_cat2-img.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:27	52954/52954	---M--	200	added ('OK')	image/jpeg	etag:%22ceda-5c090e167edef%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_cat3-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_cat3-img.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:28	267781/267781	---M--	200	added ('OK')	image/jpeg	etag:%2241605-5c090e167fd8f%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_cat4-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_cat4-img.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:29	67386/67386	---M--	200	added ('OK')	image/jpeg	etag:%221073a-5c090e17cdd4f%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_section4-img-2.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_section4-img-2.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:30	48325/48325	---M--	200	added ('OK')	image/jpeg	etag:%22bcc5-5c090e17ccdaf%22	https://evoocapital.com/wp-content/uploads/2021/03/cloud_section4-img-1.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/cloud_section4-img-1.jpg	(from https://evoocapital.com/investments/cloud-computing/)
11:02:31	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:32%20GMT	https://evoocapital.com/?p=239	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index1639.html	(from https://evoocapital.com/investments/digital-assets/)
11:02:31	2461/2461	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:32%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fdigital-assets%2F	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed6b6c.json	(from https://evoocapital.com/investments/digital-assets/)
11:02:32	2529/2529	---MCZ	200	added ('OK')	text/xml	date:Wed,%2010%20Aug%202022%2005:32:33%20GMT	https://evoocapital.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fevoocapital.com%2Finvestments%2Fdigital-assets%2F&format=xml	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/oembed/1.0/embed7c4b	(from https://evoocapital.com/investments/digital-assets/)
11:02:34	288221/288221	---M--	200	added ('OK')	image/jpeg	etag:%22465dd-5c090e1c0acae%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_header.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_header.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:34	328615/328615	---M--	200	added ('OK')	image/jpeg	etag:%22503a7-5c090e192c6af%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_cat1-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_cat1-img.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:35	95448/95448	---M--	200	added ('OK')	image/jpeg	etag:%22174d8-5c090e192d64f%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_cat2-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_cat2-img.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:37	638305/638305	---M--	200	added ('OK')	image/jpeg	etag:%229bd61-5c090e1a813ce%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_cat3-img.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_cat3-img.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:37	265912/265912	---M--	200	added ('OK')	image/jpeg	etag:%2240eb8-5c090e1ead98e%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_section4-img-2.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_section4-img-2.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:38	585240/585240	---M--	200	added ('OK')	image/jpeg	etag:%228ee18-5c090e1d58c6e%22	https://evoocapital.com/wp-content/uploads/2021/03/digital_section4-img-1.jpg	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-content/uploads/2021/03/digital_section4-img-1.jpg	(from https://evoocapital.com/investments/digital-assets/)
11:02:40	21677/21677	---MC-	200	added ('OK')	application/json	date:Wed,%2010%20Aug%202022%2005:32:40%20GMT	https://evoocapital.com/wp-json/wp/v2/pages/273	C:/Users/Arjun/Desktop/evoo/evoocapital.com/wp-json/wp/v2/pages/273.json	(from https://evoocapital.com/legal/)
11:02:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2010%20Aug%202022%2005:32:41%20GMT	https://evoocapital.com/?p=273	C:/Users/Arjun/Desktop/evoo/evoocapital.com/index7dad.html	(from https://evoocapital.com/legal/)
